alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1738299291.7815,elite,2953.3038953455,1737659130.3171,"AS36666 GloboTech Communications",GTCOMM,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"GloboTech Communications",45.5049,-73.573,false,,true,Quebec,success,America/Toronto,H4X,1738264278,1738299465.0483,22035,http,http://67.43.227.226:22035,false,421.97751998901,41,4111,0.98747591522158,67.43.227.226
true,1738299327.7352,elite,2866.1668857305,1735460677.9902,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Nanjing,Asia,AS,China,CN,,false,Chinanet,32.0607,118.763,false,"Chinanet JS",false,Jiangsu,success,Asia/Shanghai,210000,1737895948,1738299464.8306,8089,http,http://114.223.79.173:8089,false,4841.9091701508,651,28339,2.2456019317006,114.223.79.173
true,1738299464.6732,transparent,6376.4895495478,1737422870.5811,"AS17557 Pakistan Telecommunication Company Limited",PKTELECOM-AS-PK,Lahore,Asia,AS,Pakistan,PK,,false,"Pakistan Telecommuication company limited",31.5826,74.3276,false,,true,Punjab,success,Asia/Karachi,54000,1738027696,1738299464.6732,8080,http,http://182.191.79.52:8080,false,2642.0328617096,1456,11249,11.460055096419,182.191.79.52
true,1738299367.8316,anonymous,1862.5811865163,1738195471.9542,"AS16509 Amazon.com, Inc.",AMAZON-02,Tokyo,Asia,AS,Japan,JP,,true,"Amazon.com, Inc.",35.6895,139.692,false,"AWS EC2 (ap-northeast-1)",false,Tokyo,success,Asia/Tokyo,150-0002,1738195473,1738299464.4796,8000,http,http://57.182.50.104:8000,false,1288.3694171906,602,900,40.079893475366,57.182.50.104
true,1738299464.4738,transparent,6234.6001630617,1729732737.3169,"AS27951 Media Commerce Partners S.A","Media Commerce Partners S.A",Neiva,"South America",SA,Colombia,CO,,false,"Media Commerce Partners S.A",2.93448,-75.2809,false,"Media Commerce Partners S.A",true,"Huila Department",success,America/Bogota,410001,1738199751,1738299464.4738,999,http,http://190.121.146.75:999,false,3425.2479076385,10987,114285,8.7705153585797,190.121.146.75
true,1738299464.2358,transparent,5972.1646923934,1733118327.0552,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,Bolacan,Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",14.7907,120.8776,false,"Philippine Long Distance Telephone Company",true,"Central Luzon",success,Asia/Manila,3017,1737957154,1738299464.2358,8081,http,http://119.95.180.151:8081,false,3014.9066448212,4520,69711,6.0891002411391,119.95.180.151
true,1738245451.3719,elite,663.10675478883,1736994667.7822,"AS40021 Nubes, LLC",NL-811-40021,Seattle,"North America",NA,"United States",US,,false,"Nubes, LLC",47.3066,-122.2619,false,"Lrtc Inetnum Rent",true,Washington,success,America/Los_Angeles,98001,1738204403,1738299464.1112,8080,http,http://89.117.22.218:8080,false,374.45712089539,17522,998,94.611231101512,89.117.22.218
true,1738299278.1804,elite,3542.6209929595,1735069457.0291,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Langfang,Asia,AS,China,CN,,false,Chinanet,39.5208,116.7147,false,"Chinanet HE",true,Hebei,success,Asia/Shanghai,,1738118166,1738299463.5503,8089,http,http://27.189.128.38:8089,false,5318.7079429626,319,29251,1.0787960771052,27.189.128.38
true,1738299463.4669,transparent,8728.2866317953,1716865648.8821,"AS24534 PT. Transhybrid Communication",TRANSHYBRID-AS-ID,Sambas,Asia,AS,Indonesia,ID,,false,"PT. Transhybrid Communication",1.33333,109.25,false,,true,"West Kalimantan",success,Asia/Pontianak,,1738033992,1738299463.4669,3125,http,http://58.147.186.228:3125,false,6908.3275794983,4318,296920,1.4334180946627,58.147.186.228
true,1738298338.7047,transparent,1067.9216003028,1712517613.4132,"AS21334 One Hungary Ltd.",ASN-VODAFONE-HU,Budapest,Europe,EU,Hungary,HU,,false,UPC,47.5,19.0412,false,"UPC Magyarorszag Kft.",true,Budapest,success,Europe/Budapest,1107,1737980241,1738299463.3599,18080,http,http://178.48.68.61:18080,false,1710.6320858002,372314,33600,91.722384544509,178.48.68.61
true,1738299463.3114,transparent,7405.2040852033,1738247432.6796,"AS23969 TOT Public Company Limited",TOT-NET,Pattaya,Asia,AS,Thailand,TH,,false,"TOT Public Company Limited",13.0508,100.9367,true,"TOT Mobile Co LTD",false,"Chon Buri",success,Asia/Bangkok,20150,1738267486,1738299463.3114,8080,http,http://1.20.169.139:8080,false,3892.5220966339,26,526,4.7101449275362,1.20.169.139
true,1738299432.9567,elite,671.17298625715,1710552350.0995,"AS61098 Akenes SA",exoscale,Sofia,Europe,EU,Bulgaria,BG,,true,"Akenes SA",42.6951,23.325,false,"Akenes SA",true,Sofia-Capital,success,Europe/Sofia,1000,1737940990,1738299462.7894,3128,http,http://194.182.178.90:3128,false,612.77413368225,144874,255509,36.183853959833,194.182.178.90
true,1738298538.4755,elite,1646.6610728034,1738076492.218,"AS24940 Hetzner Online GmbH",HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,true,"Hetzner Online GmbH",50.4777,12.3649,false,Hetzner,false,Saxony,success,Europe/Berlin,08223,1738076492,1738299462.7622,3128,http,http://157.90.178.183:3128,false,1387.3975276947,2873,323,89.893617021277,157.90.178.183
true,1738299397.0893,elite,3131.2914617709,1710572255.3623,"AS4837 CHINA UNICOM China169 Backbone",CHINA169-Backbone,Zhengzhou,Asia,AS,China,CN,,false,"CNC Group CHINA169 Henan Province Network",34.7472,113.625,false,,true,Henan,success,Asia/Shanghai,450000,1737962941,1738299462.7328,9002,http,http://123.13.218.68:9002,false,3969.0990447998,120422,307294,28.154663374763,123.13.218.68
true,1738299462.7174,transparent,5456.6445922629,1737563280.3935,"AS45899 VNPT Corp",VNPT-AS-VN,"Ho Chi Minh City",Asia,AS,Vietnam,VN,,false,VNPT,10.822,106.6257,false,"Vietnam Posts and Telecommunications Group",false,"Ho Chi Minh",success,Asia/Ho_Chi_Minh,700000,1738168107,1738299462.7174,8080,http,http://14.245.192.19:8080,false,8918.9238548279,1288,9403,12.04751660275,14.245.192.19
true,1738299462.6489,elite,999.6376141448,1696967518.628,"AS46562 Performive LLC",PERFORMIVE,Atlanta,"North America",NA,"United States",US,,true,"Performive LLC",33.7488,-84.3877,false,"Performive LLC",true,Georgia,success,America/New_York,30302,1738168741,1738299462.6489,16137,socks4,socks4://192.252.215.5:16137,true,708.16159248352,133094,236364,36.024121821696,192.252.215.5
true,1738299462.5746,elite,3284.7644715504,1738171456.749,"AS58466 CHINANET Guangdong province network",CT-Guangzhou-IDC,Yangpu,Asia,AS,China,CN,"Yangpu Qu",false,UCLOUD,31.2999,121.508,false,"Shanghai UCloud Information Technology Company Limited",false,Shanghai,success,Asia/Shanghai,,1738171464,1738299462.5746,10810,http,http://106.75.146.240:10810,false,3359.5309257507,269,1573,14.603691639522,106.75.146.240
true,1738299462.4265,transparent,6493.4000623504,1727528997.1872,"AS152026 PT Anten Sarana Teknologi",IDNIC-ANTEN-AS-ID,Tawingmuara,Asia,AS,Indonesia,ID,,false,"PT Anten Sarana Teknologi",-6.16602,105.854,false,"PT Anten Sarana Teknologi",true,Banten,success,Asia/Jakarta,,1737812264,1738299462.4265,8181,http,http://45.123.142.17:8181,false,9952.7151584625,10224,146523,6.5226128729736,45.123.142.17
true,1738299460.2269,elite,5649.2414403541,1731876242.9729,"AS31133 PJSC MegaFon",MF-MGSM-AS,Moscow,Europe,EU,Russia,RU,,false,"PJSC MegaFon",55.7558,37.6173,false,MegaFon,true,Moscow,success,Europe/Moscow,144700,1737926264,1738299462.391,8080,http,http://178.178.100.188:8080,false,6660.2447032928,7159,78454,8.3620478198404,178.178.100.188
true,1738299462.2645,transparent,6771.0341748234,1726137367.3557,"AS262186 TV AZTECA SUCURSAL COLOMBIA","TV AZTECA SUCURSAL COLOMBIA",Quinchía,"South America",SA,Colombia,CO,,false,AGIS,5.33957,-75.7302,false,"Azteca Comunicaciones Colombia S. A. S",true,"Risaralda Department",success,America/Bogota,664001,1737716203,1738299462.2645,999,http,http://209.14.118.161:999,false,11488.565921783,6904,90530,7.0858221975902,209.14.118.161
true,1738299462.2073,transparent,5514.0329608581,1737177034.7659,"AS269931 WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L","WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L","Mejía de Navarrete","North America",NA,"Dominican Republic",DO,,false,"WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L",19.5701,-70.8812,true,"WIRELESS MULTI SERVICE VARGAS CABRERA, S. R. L",false,"Santiago Province",success,America/Santo_Domingo,,1737782071,1738299462.2073,999,http,http://200.125.169.142:999,false,2771.8076705933,1814,14592,11.05693039132,200.125.169.142
true,1738299389.906,transparent,7658.789321297,1710550055.3593,"AS262532 NET ONDA SERVICOS DE INTERNET LTDA","NET ONDA SERVICOS DE INTERNET LTDA","Santana do Acaraú","South America",SA,Brazil,BR,,false,"VAS Freitas Servicos de Internet Ltda",-3.4808,-40.1423,false,"NET ONDA SERVICOS DE INTERNET LTDA",true,Ceará,success,America/Fortaleza,62150,1737937680,1738299462.2051,8080,http,http://177.55.247.174:8080,false,5394.0086364746,35904,412280,8.0109954839976,177.55.247.174
true,1738299462.1932,transparent,6558.4665569099,1738122725.5186,"AS64134 VISNETWORK SRL","VISNETWORK SRL","Santo Domingo Este","North America",NA,"Dominican Republic",DO,,false,"VISNETWORK SRL",18.492,-69.8701,false,"VISNETWORK SRL",false,"Provincia de Santo Domingo",success,America/Santo_Domingo,11501,1738124254,1738299462.1932,999,http,http://38.52.161.194:999,false,3639.805316925,185,2336,7.338357794526,38.52.161.194
true,1738299462.1869,transparent,6295.8457329428,1711748598.6301,"AS141595 PT Akbar Prima Media",PRIME-AS-ID,Mataram,Asia,AS,Indonesia,ID,,false,PRIME,-8.5842,116.1187,false,,true,"West Nusa Tenggara",success,Asia/Makassar,83361,1738111383,1738299462.1869,8080,http,http://103.160.205.86:8080,false,5253.4959316254,21590,266619,7.4910915342685,103.160.205.86
true,1738299345.4502,transparent,3784.7383807784,1738092104.1061,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Shizishan,Asia,AS,China,CN,,false,Chinanet,30.5454,114.342,false,"Chinanet HB",false,Hubei,success,Asia/Shanghai,,1738092106,1738299462.1475,9502,http,http://111.177.48.18:9502,false,2095.2599048615,2319,652,78.054527095254,111.177.48.18
true,1738299461.7483,anonymous,4680.2654906612,1738142525.9087,"AS23884 Proen Corp Public Company Limited.",PROENNET-AS,Vientiane,Asia,AS,Laos,LA,,true,"Proen Corp Public Company Limited",17.9757,102.633,false,"99/6 Moo 4 Software",false,"Vientiane Prefecture",success,Asia/Vientiane,,1738142527,1738299461.7483,3128,http,http://210.246.200.135:3128,false,7528.7899971008,391,1863,17.34693877551,210.246.200.135
true,1738299461.7352,elite,4550.0809567943,1718813052.9955,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Richmond,"North America",NA,"United States",US,,true,"Alibaba.com LLC",37.4316,-78.6569,false,ALICLOUD-US,true,Virginia,success,America/New_York,23173,1737926639,1738299461.7352,33333,http,http://47.90.205.231:33333,false,8133.6078643799,177257,132861,57.157920533474,47.90.205.231
true,1738299378.6032,elite,6134.793341834,1720113064.0849,"AS131414 Long Van Soft Solution JSC",LVSOFT-AS-VN,"Bình An",Asia,AS,Vietnam,VN,,false,LVSOFT,10.7915,106.731,false,,true,"Bình Dương Province",success,Asia/Ho_Chi_Minh,,1737825979,1738299461.6821,1311,http,http://103.237.144.232:1311,false,7910.0687503815,104608,131104,44.379581862612,103.237.144.232
true,1738299461.6757,transparent,8331.8553387078,1738088087.376,"AS18059 DTPNET NAP",DTPNET-AS-AP,"South Tangerang",Asia,AS,Indonesia,ID,,true,"Dwi Tunggal Putra",-6.2876,106.722,false,,false,Banten,success,Asia/Jakarta,15413,1738088598,1738299461.6757,8080,http,http://116.90.165.206:8080,false,6207.0088386536,401,2622,13.264968574264,116.90.165.206
true,1738299461.564,transparent,5115.1487103143,1736870607.7358,"AS400354 ALPHANET CORP",ALPHANET-WIRELESS,Adjuntas,"North America",NA,"Puerto Rico",PR,,false,"Alphanet Corp",18.1643,-66.7245,false,"Alphanet Corp",true,Adjuntas,success,America/Puerto_Rico,00601,1738080657,1738299461.564,999,http,http://23.138.88.65:999,false,4831.9914340973,2196,18582,10.568870921167,23.138.88.65
true,1738299461.5282,transparent,7177.0255551583,1736154940.6426,"AS265607 CONECTARED SA DE CV","CONECTARED SA DE CV",Veracruz,"North America",NA,Mexico,MX,,false,"Conectared SA De CV",19.1805,-96.2277,false,"Conectared SA De CV",false,Veracruz,success,America/Mexico_City,91697,1737973891,1738299461.5282,999,http,http://45.188.111.243:999,false,6597.5081920624,6281,25082,20.026783152122,45.188.111.243
true,1738299431.0036,transparent,5819.2276429322,1738278483.1351,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Bogotá,"South America",SA,Colombia,CO,,false,"IFX NETWORKS COLOMBIA",4.71099,-74.0721,false,"UFINET COLOMBIA, S. A",false,"Bogota D.C.",success,America/Bogota,111121,1738278562,1738299461.1768,999,http,http://190.60.48.103:999,false,10699.208974838,59,249,19.155844155844,190.60.48.103
true,1738299461.1718,transparent,5530.8937078159,1732576131.077,"AS42083 Guneydogu Telekom int.bil. ve ilt. hiz. tic. ltd. sti.",GUNEYDOGUTELEKOM,Gebze,Asia,AS,Turkey,TR,,false,"Guneydogu Telekom int.bil. ve ilt. hiz. tic. ltd. sti.",40.8025,29.4398,false,"Guneydogu Telekom Int. Bil. VE Ilt. Hiz. Tic. Ltd. STI",true,Kocaeli,success,Europe/Istanbul,41400,1738020849,1738299461.1718,8080,http,http://188.132.150.78:8080,false,3974.5438098907,8117,71832,10.152722360505,188.132.150.78
true,1738299461.171,transparent,5595.8891974555,1738295496.0017,"AS17451 BIZNET NETWORKS",BIZNET-AS-AP,Bandung,Asia,AS,Indonesia,ID,,false,BIZNET,-6.9217,107.6071,false,,false,"West Java",success,Asia/Jakarta,40111,1738293331,1738299461.171,8080,http,http://182.253.121.75:8080,false,10660.222053528,9,49,15.51724137931,182.253.121.75
true,1738299460.6496,transparent,5113.7827394172,1735925280.26,"AS24186 RailTel Corporation of India Ltd",RAILTEL-AS-IN,Chandauli,Asia,AS,India,IN,,false,"RailTel Corporation",25.258,83.2682,false,Railtel,false,"Uttar Pradesh",success,Asia/Kolkata,232104,1737740423,1738299460.6496,80,http,http://202.176.1.25:80,false,4878.8566589355,3220,29780,9.7575757575758,202.176.1.25
true,1738299460.5726,transparent,6624.5592875379,1712329479.2168,"AS262916 Mega Cable, S.A. de C.V.","Mega Cable, S.A. de C.V.","Ixtlahuaca de Rayón","North America",NA,Mexico,MX,,false,"Mega Cable, S.A. de C.V.",19.6271,-99.7987,false,"Mega Cable, S.A. de C.V",true,México,success,America/Mexico_City,50740,1738162560,1738299460.5726,8080,http,http://189.193.254.98:8080,false,11480.415821075,32027,371533,7.9361185449499,189.193.254.98
true,1738299112.5133,transparent,3149.1276474513,1738068557.8521,"AS56694 LLC Smart Ape",SmartApe,Moscow,Europe,EU,Russia,RU,,true,"LLC Smart Ape",55.875,37.6691,false,"LLC Smart Ape",false,Moscow,success,Europe/Moscow,,1738067193,1738299460.4433,3128,http,http://188.127.253.162:3128,false,5954.261302948,1485,1795,45.274390243902,188.127.253.162
true,1738299460.3542,transparent,5538.1730866432,1738245725.4153,"AS45758 Triple T Broadband Public Company Limited",TTBP-AS-AP,"Hua Hin",Asia,AS,Thailand,TH,,false,"Triple T Broadband Public Company Limited",12.5667,99.9667,false,"Triple T Broadband Public Company Limited",false,"Prachuap Khiri Khan",success,Asia/Bangkok,77110,1738245726,1738299460.3542,8080,http,http://171.4.116.231:8080,false,1588.6473655701,100,680,12.820512820513,171.4.116.231
true,1738298757.8182,anonymous,3003.7353731164,1716599317.2656,"AS4230 CLARO S.A.","CLARO S.A.","Rio de Janeiro","South America",SA,Brazil,BR,,false,"Claro S.A",-22.9068,-43.1729,false,"EMPRESA BRASILEIRA DE TELECOMUNICAÇÕES SA-EMBRATEL",true,"Rio de Janeiro",success,America/Sao_Paulo,20000-000,1738265034,1738299460.342,8888,http,http://200.174.198.86:8888,false,720.48163414001,186407,160930,53.667475679239,200.174.198.86
true,1738299460.0603,anonymous,2657.8499383204,1730715734.667,"AS4230 CLARO S.A.","CLARO S.A.","São Paulo","South America",SA,Brazil,BR,,false,"Claro S.A",-23.5558,-46.6396,false,"Telcabos - Telecomunicações e Informática",true,"São Paulo",success,America/Sao_Paulo,01000-000,1737970619,1738299460.0603,80,http,http://189.22.234.47:80,false,719.96092796326,52797,45676,53.615711921034,189.22.234.47
true,1738299459.8604,elite,6423.2625792922,1737955057.1854,"AS7552 Viettel Group",VIETEL-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,false,"Viettel Corporation",21.0278,105.834,false,"Viettel Group",false,Hanoi,success,Asia/Bangkok,,1737955070,1738299459.8604,10006,http,http://116.105.59.213:10006,false,3346.253156662,977,4012,19.583082782121,116.105.59.213
true,1738299459.6949,transparent,5571.4121468032,1710558307.9129,"AS8764 Telia Lietuva, AB",Telia-Lietuva,Vilnius,Europe,EU,Lithuania,LT,,false,"Telia Lietuva",54.6912,25.2816,false,"Telia Lietuva, AB",true,Vilnius,success,Europe/Vilnius,07004,1737947309,1738299459.6949,53281,http,http://88.119.139.237:53281,false,4770.1370716095,41880,406615,9.3378967435534,88.119.139.237
true,1738299459.6007,transparent,6468.0178725012,1716496759.2688,"AS132199 Globe Telecom Inc.",GLOBE-MOBILE-5TH-GEN-AS,Carmona,Asia,AS,Philippines,PH,,false,"Globe Telecom",14.2922,120.9998,true,,true,Calabarzon,success,Asia/Manila,4116,1738183139,1738299459.6007,8082,http,http://112.198.179.57:8082,false,10875.004768372,29081,316065,8.4257096996633,112.198.179.57
true,1738299384.4682,transparent,2540.4708909162,1738108973.2458,"AS139201 Jiangxi Jiujiang IDC",CHINANET-Jiangxi-Jiujiang-IDC,Beijing,Asia,AS,China,CN,,false,"China Telecom",39.911,116.395,false,"Chinanet JX",false,Beijing,success,Asia/Shanghai,,1738108975,1738299459.4402,655,http,http://106.225.164.39:655,false,814.60213661194,1211,1520,44.342731600146,106.225.164.39
true,1738299459.2371,transparent,6506.7997503861,1734273387.5202,"AS329402 Mavoni Telecoms (Pty) Ltd",Mavoni-Telecoms,Sandton,Africa,AF,"South Africa",ZA,Rivonia,false,"Mavoni Telecoms (Pty) Ltd",-26.0483,28.053,false,"Mavoni Telecoms (Pty) Ltd",false,Gauteng,success,Africa/Johannesburg,2128,1737902884,1738299459.2371,8080,http,http://102.209.191.10:8080,false,6305.243730545,5671,52785,9.7013138086766,102.209.191.10
true,1738299459.0894,transparent,4790.0187836753,1738294051.9683,"AS139451 PT SARANA INTI MAKMUR BERSAMA",ALFANET-AS-ID,Surabaya,Asia,AS,Indonesia,ID,,false,ALFANET,-7.2523,112.7572,false,,false,"East Java",success,Asia/Jakarta,60112,1738294053,1738299459.0894,8181,http,http://103.145.68.37:8181,false,10973.013877869,18,60,23.076923076923,103.145.68.37
true,1738299458.8446,transparent,6691.0726551459,1730563066.1269,"AS132199 Globe Telecom Inc.",GLOBE-MOBILE-5TH-GEN-AS,Lahug,Asia,AS,Philippines,PH,,false,"Globe Telecom",10.3387,123.8998,true,,true,"Central Visayas",success,Asia/Manila,6000,1737822425,1738299458.8446,8085,http,http://180.190.186.166:8085,false,9638.6351585388,8480,105412,7.4456502651635,180.190.186.166
true,1738299458.789,transparent,7528.1636264372,1734634296.7706,"AS140810 Megacore Technology Company Limited",MEGACORE-AS-VN,"Thanh Xuân",Asia,AS,Vietnam,VN,,false,MEGACORE,20.9945,105.817,false,"Megacore Technology Company Limited",true,Hanoi,success,Asia/Bangkok,,1738263445,1738299458.789,3128,http,http://103.214.9.95:3128,false,12794.677019119,4392,45685,8.7704934401022,103.214.9.95
true,1738285072.8373,elite,1220.2834523155,1738114094.6937,"AS4847 China Networks Inter-Exchange",CNIX-AP,Beijing,Asia,AS,China,CN,,false,"China Networks Inter-Exchange",39.911,116.395,false,"Chinanet BJ",false,Beijing,success,Asia/Shanghai,,1738114096,1738299458.7517,2080,http,http://106.38.26.22:2080,false,1164.731502533,2602,58,97.81954887218,106.38.26.22
true,1738299378.4603,transparent,7083.2829947,1738176183.9343,"AS202346 Executive Service S.R.L., Societa Benefit",exe-it,Milan,Europe,EU,Italy,IT,,false,"Executive Service S.R.L., Societa Benefit",45.4642,9.18998,false,"EXE Vpsgreen",false,Lombardy,success,Europe/Rome,20121,1738176628,1738299458.7378,3128,http,http://194.124.74.106:3128,false,6522.4754810333,91,1561,5.5084745762712,194.124.74.106
true,1738281805.6457,elite,1345.8398998605,1738252471.4885,"AS55990 Huawei Cloud Service data center",HWCSNET,Beijing,Asia,AS,China,CN,,true,HWCSNET,39.9042,116.4073,false,"Huawei Public Cloud Service",false,Beijing,success,Asia/Shanghai,,1738252473,1738299458.5704,9200,http,http://123.249.125.101:9200,false,976.98259353638,653,29,95.74780058651,123.249.125.101
true,1738299458.502,transparent,5027.100791815,1736268566.9226,"AS147078 PT Serayu Multi Connection",IDNIC-SMC-AS-ID,Baturaja,Asia,AS,Indonesia,ID,,false,"PT Serayu Multi Connection",-4.12891,104.167,false,"PT Serayu Multi Connection",true,"South Sumatra",success,Asia/Jakarta,,1738083164,1738299458.502,1111,http,http://103.173.138.239:1111,false,8893.4142589569,2791,26770,9.4414938601536,103.173.138.239
true,1738299458.501,elite,4492.4190695949,1710540193.4527,"AS134922 R G TECHNOSOLUTIONS PVT LTD",RGTECHNOSOLUTIONS-AS,Kanpur,Asia,AS,India,IN,"Armapur Estate",false,"R TECHNOLOGIES",26.4719,80.265,false,"Renu Softtech Sales and Services",true,"Uttar Pradesh",success,Asia/Kolkata,208004,1737877311,1738299458.501,31433,socks4,socks4://103.224.54.233:31433,true,1887.5772953033,5446,211846,2.5063048800692,103.224.54.233
true,1738298112.7443,elite,1852.4706204912,1738090975.0297,"AS134760 Shijiazhuang IDC network, CHINANET Hebei province",ChinaNet-Hebei-Shijiazhuang-IDC,Shijiazhuang,Asia,AS,China,CN,,false,"Shijiazhuang IDC network, CHINANET Hebei province",38.036,114.47,false,"Chinanet HE",false,Hebei,success,Asia/Shanghai,050000,1738090976,1738299458.266,8877,http,http://106.119.165.35:8877,false,892.67802238464,2658,330,88.955823293173,106.119.165.35
true,1738299457.9586,anonymous,5069.3078588795,1738145421.9699,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Singapore,Asia,AS,Singapore,SG,Pioneer,true,"DigitalOcean, LLC",1.32123,103.695,false,"DigitalOcean, LLC",false,"South West",success,Asia/Singapore,627753,1738145425,1738299457.9586,3128,http,http://209.38.56.199:3128,false,4995.233297348,370,1828,16.833484986351,209.38.56.199
true,1738298768.3112,transparent,1488.1074970894,1738061230.8374,"AS56041 China Mobile communications corporation",CMNET-Zhejiang-AP,Ningbo,Asia,AS,China,CN,,false,"China Mobile Communications Corporation",29.8797,121.5513,true,"China Mobile",false,Zhejiang,success,Asia/Shanghai,,1738061232,1738299457.9179,5911,http,http://39.185.14.193:5911,false,857.42163658142,2964,452,86.768149882904,39.185.14.193
true,1738299457.8997,elite,8808.9839707955,1710700314.1715,"AS7713 PT Telekomunikasi Indonesia",telkomnet-as-ap,Semarang,Asia,AS,Indonesia,ID,,false,"PT. TELKOM INDONESIA",-6.9932,110.4215,false,,true,"Central Java",success,Asia/Jakarta,50111,1738187185,1738299457.8997,55443,http,http://118.97.47.250:55443,false,9464.7450447083,11158,400298,2.7118331000156,118.97.47.250
true,1738299457.7333,elite,10170.237729284,1733382893.8159,"AS13213 UK-2 Limited",UK2NET-AS,"New York","North America",NA,"United States",US,,true,"UK-2 Limited",40.7126,-74.0066,false,"Hosting Services, Inc.",true,"New York",success,America/New_York,10004,1738219335,1738299457.7333,65151,socks4,socks4://67.213.212.40:65151,true,12202.057361603,90,19207,0.46639373995958,67.213.212.40
true,1738299457.4967,transparent,6355.1247559572,1711819410.7488,"AS22884 TOTAL PLAY TELECOMUNICACIONES SA DE CV","TOTAL PLAY TELECOMUNICACIONES SA DE CV","San Luis Potosí City","North America",NA,Mexico,MX,,false,"Total Play Telecomunicaciones SA De CV",22.1414,-100.9852,false,"Total Play Telecomunicaciones SA De CV",true,"San Luis Potosí",success,America/Mexico_City,78280,1738170517,1738299457.4967,999,http,http://186.96.50.113:999,false,5225.1296043396,136669,280134,32.789831167242,186.96.50.113
true,1738299457.4538,elite,2048.7291903723,1738171243.7298,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Chengdu,Asia,AS,China,CN,,false,Chinanet,30.6667,104.0667,false,"Chinanet SC",false,Sichuan,success,Asia/Shanghai,,1738193064,1738299457.4538,2324,http,http://118.113.246.85:2324,false,2035.3364944458,105,1406,6.9490403706155,118.113.246.85
true,1738299457.0765,transparent,5587.1413245636,1730081732.4076,"AS149940 PT Mulia Batam Net",IDNIC-MULIABATAMNET-AS-ID,Batam,Asia,AS,Indonesia,ID,,false,"PT Mulia Batam Net",1.1568,104.047,false,"PT Mulia Batam Net",true,Riau,success,Asia/Jakarta,29432,1737945255,1738299457.0765,8080,http,http://103.191.251.54:8080,false,3756.8583488464,9998,110496,8.2975085896393,103.191.251.54
true,1738299456.9508,transparent,6160.7527922728,1710545812.0641,"AS21003 General Post and Telecommunication Company (GPTC)",GPTC-AS,Tripoli,Africa,AF,Libya,LY,,false,"LTT Autonomous System, Tripoli Libya",32.8908,13.1796,false,Rawafed,true,Tripoli,success,Africa/Tripoli,,1738060989,1738299456.9508,8080,http,http://102.68.128.214:8080,false,5871.8702793121,25084,343015,6.8144711069576,102.68.128.214
true,1738299456.92,transparent,6076.0428415528,1727561749.2235,"AS4808 China Unicom Beijing Province Network",CHINA169-BJ,Beijing,Asia,AS,China,CN,,false,"China Unicom Beijing Province Network",39.911,116.395,false,,true,Beijing,success,Asia/Shanghai,,1737845030,1738299456.92,9000,http,http://221.219.99.76:9000,false,2825.2556324005,18500,138487,11.784415270054,221.219.99.76
true,1738299456.8708,elite,3198.5726619876,1738247057.0408,"AS4134 CHINANET-BACKBONE",CHINANET-BACKBONE,Humen,Asia,AS,China,CN,,false,Chinanet,22.819,113.673,false,"Chinanet GD",false,Guangdong,success,Asia/Shanghai,,1738247064,1738299456.8708,2324,http,http://59.39.225.10:2324,false,5137.8934383392,172,580,22.872340425532,59.39.225.10
true,1738299328.3018,transparent,3409.6215440516,1738265256.529,"AS16509 Amazon.com, Inc.",AMAZON-02,Singapore,Asia,AS,Singapore,SG,"Downtown Core",true,"Amazon.com, Inc.",1.28009,103.851,false,"AWS EC2 (ap-southeast-1)",false,"Central Singapore",success,Asia/Singapore,048582,1738267028,1738299456.7731,80,http,http://13.250.7.188:80,false,551.80025100708,57,423,11.875,13.250.7.188
true,1738299456.7445,transparent,6554.4575357959,1736147438.697,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Bogotá,"South America",SA,Colombia,CO,,false,"IFX NETWORKS COLOMBIA",4.616,-74.1748,false,"UFINET COLOMBIA, S. A",true,"Bogota D.C.",success,America/Bogota,110861,1738011914,1738299456.7445,999,http,http://190.60.54.7:999,false,3989.2337322235,2740,27805,8.9703715829105,190.60.54.7
